mandt,lifnr,land1,name1,name2,name3,name4,ort01,ort02,pfach,pstl2,pstlz,regio,sortl,stras,adrnr,mcod1,mcod2,mcod3,anred,bahns,bbbnr,bbsnr,begru,brsch,bubkz,datlt,dtams,dtaws,erdat,ernam,esrnr,konzs,ktokk,kunnr,lnrza,loevm,sperr,sperm,spras,stcd1,stcd2,stkza,stkzu,telbx,telf1,telf2,telfx,teltx,telx1,xcpdk,xzemp,vbund,fiskn,stceg,stkzn,sperq,gbort,gbdat,sexkz,kraus,revdb,qssys,ktock,pfort,werks,ltsna,werkr,plkal,duefl,txjcd,sperz,scacd,sfrgr,lzone,xlfza,dlgrp,fityp,stcdt,regss,actss,stcd3,stcd4,stcd5,stcd6,ipisp,taxbs,profs,stgdl,emnfr,lfurl,j_1kfrepre,j_1kftbus,j_1kftind,confs,updat,uptim,nodel,qssysdat,podkzb,fisku,stenr,carrier_conf,min_comp,term_li,crc_num,cvp_xblck,rg,exp,uf,rgdate,ric,rne,rnedate,cnae,legalnat,crtn,icmstaxpay,indtyp,tdt,comsize,decregpc,j_sc_capital,j_sc_currency,alc,pmt_office,ppa_relevant,sam_ue_id,sam_eft_ind,psofg,psois,pson1,pson2,pson3,psovn,psotl,psohs,psost,transport_chain,staging_time,scheduling_type,submi_relevant,operation_flag,is_deleted,recordstamp
800,0000100366,US,IT Ware Ltd.,,,,Boston,SUFFOLK,,,02109,MA,SLC,26-5 Court Street,0000654465,IT WARE LTD.,,BOSTON,Company,,0000000,00000,,,0,,,,2012-05-08,RFC_SMNGT,,,KRED,,,,,,,,,,,,617-635-3105,,,,,,,,,,,,,,,,,,,,,,,,X,2202501001,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100363,US,Barlow & Son,,,,Boston,CULPEPER,,,22713,,SLC,2090 Randolph Avenue,0000654456,BARLOW & SON,,BOSTON,Company,,0000000,00000,,,0,,,,2012-05-08,RFC_SMNGT,,,KRED,,,,,,E,,,,,,3399-6644-00,,,,,,,,,,,,,,,,,,,,,,,,X,4704720771,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000000424,US,Sedona Suppliers,,,,RIMROCK,YAVAPAI,34446,12224,86335,AZ,SEDONA,3456 Red View Way,0000006950,SEDONA SUPPLIERS,,RIMROCK,,,0000000,00000,,,0,,,,1995-02-24,TOGUT,,,LIEF,,,,,,E,,,,,,602-444-5678,,,,,,,,,,,,,,,,,,,,,,,,X,0302511171,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TP_US_SUP1,US,,,,,MOSCA,ALAMOSA,,,,CO,TP US,,0000054852,,,MOSCA,,,0000000,00000,,,0,,,,2006-05-09,NERLICH,,,LIFA,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0600315931,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TP_US_SUP2,US,,,,,SMOKY HILL,ADAMS,,,,CO,TP US,,0000054853,,,SMOKY HILL,,,0000000,00000,,,0,,,,2006-05-09,NERLICH,,,LIFA,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0600100301,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,LANCO,US,ANCO Technology,,,,HIGHLAND LAKE,BLOUNT,,,,,LANCO,,0000656439,ANCO TECHNOLOGY,,HIGHLAND LAKE,Company,,0000000,00000,,,0,,,,2012-08-24,C5157655,,,LIFA,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0100900371,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,PRCL,US,Purva Revira Commertial Ltd,,,,WEST BLOCTON,BIBB,,,,,PRV,,0000656437,PURVA REVIRA COMMERTIAL L,,WEST BLOCTON,Company,,0000000,00000,,,0,,,,2012-08-24,C5157655,,,LIFA,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0100741871,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SANSAR,US,SANSAR COM.LTD,,,,FOLEY,BALDWIN,,,,,SANSAR,,0000656436,SANSAR COM.LTD,,FOLEY,Company,,0000000,00000,,,0,,,,2012-08-24,C5157655,,,LIFA,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0100304201,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,INTEEK,US,INTEEK International,,,,AUTAUGAVILLE,AUTAUGA,,,,,INTEEK,,0000656435,INTEEK INTERNATIONAL,,AUTAUGAVILLE,Company,,0000000,00000,,,0,,,,2012-08-24,C5157655,,,LIFA,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0100141511,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SIMBA,US,SIMBA TRADING,,,,HOBSON CITY,CALHOUN,,,,,SIMBA,,0000656438,SIMBA TRADING,,HOBSON CITY,Company,,0000000,00000,,,0,,,,2012-08-24,C5157655,,,LIFA,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0101542121,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,ALEGHENY,US,Manufacturer Alegheny Ludlum Steel,Alegheny Ludlum Steel Corp.,,,PITTSBURGH,ALLEGHENY,,,15123,PA,ALEGHENY/8,PPG Plaza,0000014708,MANUFACTURER ALEGHENY LUD,ALEGHENY LUDLUM STEEL COR,PITTSBURGH,,,0000000,00000,,,0,,,,2001-10-18,BIRNLEY,,,MNFR,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3900330401,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,LUKENS,US,Manufacturer Lukens Steel Corp.,Lukens Steel Corp.,,,COATESVILLE,CHESTER,,,19320,PA,LUKENS/810,1000 Main Street,0000014709,MANUFACTURER LUKENS STEEL,LUKENS STEEL CORP.,COATESVILLE,,,0000000,00000,,,0,,,,2001-10-18,BIRNLEY,,,MNFR,,,,,,E,,,,,,310-111-1234,,,,,,,,,,,,,,,,,,,,,,,,X,3902907401,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,VALENCIA,US,Manufacturer Valencia Foundry,Valencia Foundry,,,VALENCIA,LOS ANGELES,,,91355,CA,VALENCIA/8,2300 McBean Parkway,0000014711,MANUFACTURER VALENCIA FOU,VALENCIA FOUNDRY,VALENCIA,,,0000000,00000,,,0,,,,2001-10-18,BIRNLEY,,,MNFR,,,,,,E,,,,,,805-765-4321,,,,,,,,,,,,,,,,,,,,,,,,X,0503798991,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,REYNOLDS,US,Manufacturer Reynolds Metals,Reynolds Metals,,,RICHMOND,CONTRA COSTA,,,94801,CA,REYNOLDS/8,23 Reynolds Plaza,0000014710,MANUFACTURER REYNOLDS MET,REYNOLDS METALS,RICHMOND,,,0000000,00000,,,0,,,,2001-10-18,BIRNLEY,,,MNFR,,,,,,E,,,,,,510-123-4321,,,,,,,,,,,,,,,,,,,,,,,,X,0501328201,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,HT-V2011-2,US,Western Digital,,,,Irvine,ORANGE,,,92612,CA,PLM,"3355 Michelson Drive, Suite 100",0000574456,WESTERN DIGITAL,,IRVINE,Company,,0000000,00000,,,0,,,,2011-07-29,D024180,,,MNFR,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0505963301,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,HT-V2011-1,US,Seagate Technology,,,,Cupertino,,,,95014,CA,PLM,10200 S. De Anza Blvd,0000574455,SEAGATE TECHNOLOGY,,CUPERTINO,Company,,0000000,00000,,,0,,,,2011-07-29,D024180,,,MNFR,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0508508601,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,US-VEND3,US,Supplier - Three,,,,CLEVELAND,CUYAHOGA,,,44101,OH,ABC,301 Airport Blvd.,0000017520,SUPPLIER - THREE,,CLEVELAND,,,0000000,00000,,,0,,,,2002-03-14,LAIL,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3603505101,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,US-VEND4,US,Supplier - Four,,,,KANSAS CITY,JACKSON,,,64101,MO,WHIPPLE,1 Whipple Way,0000017521,SUPPLIER - FOUR,,KANSAS CITY,,,0000000,00000,,,0,,,,2002-03-14,LAIL,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,2609506901,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,US-VEND1,US,Supplier - One,,,,NEW ORLEANS,ORLEANS,,,70112,LA,US DETERGE,1000 Industrial Hwy,0000017518,SUPPLIER - ONE,,NEW ORLEANS,,,0000000,00000,,,0,,,,2002-03-14,LAIL,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1907106601,,,,0000000003,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TP-VEND1,US,US Detergent Co.,,,,NEW ORLEANS,ORLEANS,,,70112,LA,TPVS,1000 Cleaner Way,0000037546,US DETERGENT CO.,,NEW ORLEANS,Company,,0000000,00000,,,0,,,,2002-10-04,TOMB,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1907106601,,,,0000000003,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TP-VEND2,US,US Chemical - Dallas,,,,DALLAS,DALLAS,,,75252,TX,TPVS,200 Industrial Way,0000037547,US CHEMICAL - DALLAS,,DALLAS,,,0000000,00000,,,0,,,,2002-10-04,TOMB,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4411307601,,,,0000000003,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,VEN-99,US,Contra Pak,Contra Pack,,,MEMPHIS,SHELBY,,,38101,TN,PACKAGING,500 Washington Ave,0000041734,CONTRA PAK,CONTRA PACK,MEMPHIS,Company,,0000000,00000,,,0,,,,2003-03-05,WELCH,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4315705601,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,VEN-00,US,Contra Pak,,,,MEMPHIS,SHELBY,,,38159,TN,PACKAGING,500 Washington Ave,0000044502,CONTRA PAK,,MEMPHIS,Company,,0000000,00000,,,0,,,,2003-10-21,WELCH,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4315705601,,,,MEMPHIS,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,VE3700,US,PLant3700,Common Vendor/Debitor Address,,,Orlando,ORANGE,,,32830,FL,US,38 International Drive,0000645644,PLANT3700,COMMON VENDOR/DEBITOR ADD,ORLANDO,,,0000000,00000,,TRAD,0,,,,2012-03-16,D022599,,,VEND,CU3700,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,3700,,,,X,1009511601,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,VE3400,US,Plant 3400,Common Vendor/Debitor Address,,,Seattle,KING,,,98131,,US,3101 Broadway,0000645654,PLANT 3400,COMMON VENDOR/DEBITOR ADD,SEATTLE,,,0000000,00000,,TRAD,0,,,,2012-03-16,D022599,,,VEND,CU3400,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,3400,,,,X,4803306501,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,EXTERN_US,US,External vendor USA,,,,Beverly Hills,LOS ANGELES,,,90210,CA,EXTERNAL,1 Rodeo Drive,0000048365,EXTERNAL VENDOR USA,,BEVERLY HILLS,Firma,,0000000,00000,,,0,,,,2004-12-30,D036964,,,VEND,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0503703601,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,HOTDOGS,US,Hot Dogs Inc.,,,,ALEXANDRIA,CALHOUN,,,,,VENDOR IHC,,0000073349,HOT DOGS INC.,,ALEXANDRIA,,,0000000,00000,,,0,,,,2009-04-17,D048923,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0101542051,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,WRS-VENDB,US,Wayne Best Vendor B,,,,Elgin,COOK,,,60123-5851,IL,WRS,100 Maple St,0000726087,WAYNE BEST VENDOR B,,ELGIN,,,0000000,00000,,,0,,,,2014-12-04,I002907,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1403108801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,WRS-VENDA,US,Wayne best vendor,,,,Elgin,COOK,,,60123-7000,IL,WRS,1500 Main Ln,0000726085,WAYNE BEST VENDOR,,ELGIN,,,0000000,00000,,,0,,,,2014-12-04,I002907,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1403108801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,BLEVINS,US,Blevins Consulting,,,,SOUTH RIDING,FAIRFAX,,,20152,VA,HSD,22322 Wayy Dr,0000658461,BLEVINS CONSULTING,,SOUTH RIDING,,,0000000,00000,,,0,,,,2013-02-19,I043003,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4705931571,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,CIRCUITS,US,Circuits Consulting,,,,SOUTH RIDING,FAIRFAX,,,20152,VA,HSD,3223 Williams Way,0000658459,CIRCUITS CONSULTING,,SOUTH RIDING,,,0000000,00000,,,0,,,,2013-02-19,I043003,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4705931571,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,DOWNEY INC,US,Downey Consulting,,,,SOUTH RIDING,FAIRFAX,,,20152,VA,HSD,23223 Hampro way,0000658460,DOWNEY CONSULTING,,SOUTH RIDING,,,0000000,00000,,,0,,,,2013-02-19,I043003,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4705931571,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:40.641007+00:00
800,SU31,US,US Vendor 31,,,,New Orleans,ORLEANS,,,,LA,USVEN,,0000609596,US VENDOR 31,,NEW ORLEANS,Company,,0000000,00000,,,0,,,,2011-11-03,I800109,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1907106601,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SU33,US,US Vendor 33,,,,Cleveland,CUYAHOGA,,,,OH,USVEN,,0000609598,US VENDOR 33,,CLEVELAND,Company,,0000000,00000,,,0,,,,2011-11-03,I800109,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3603505101,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SU34,US,US Vendor 34,,,,Kansas City,CASS,,,,MO,USVEN,,0000609599,US VENDOR 34,,KANSAS CITY,Company,,0000000,00000,,,0,,,,2011-11-03,I800109,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,2603706901,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,UT-SUPPLY,US,Utilities Supply,,,,Newtown Square,DELAWARE,,,19073,PA,AWE,1000 South Main Street,0000402446,UTILITIES SUPPLY,,NEWTOWN SQUARE,Company,,0000000,00000,,,0,,,,2010-10-05,I807424,,,VEND,,,,,,E,,,,,,215-821-2395,,,,,,,,,,,,,,,,,,,,,,,,X,3904561801,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,FOCUS,US,Focus Inc,,,,SOUTH RIDING,FAIRFAX,,,20152,VA,HSD,43322,0000658464,FOCUS INC,,SOUTH RIDING,,,0000000,00000,,,0,,,,2013-02-19,I816266,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4705931571,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,NTE,US,National Transportation Exchange,,,,DOWNERS GROVE,DU PAGE,,,60515,IL,NTE,"1400 Opus Place, Suite 800",0000011458,NATIONAL TRANSPORTATION E,,DOWNERS GROVE,Company,,0000000,00000,,,0,,,,2000-08-03,LIESNER,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1404307601,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,S201,US,PA Court of Common Pleas,,,,BALA CYNWYD,MONTGOMERY,9798,19004,,,PA COURT,,0000051155,PA COURT OF COMMON PLEAS,,BALA CYNWYD,,,0000000,00000,,,0,,,,2005-11-08,SOLOMON,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3909144901,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TI-VEN2,US,PackM Inc.,,,,WESTCHESTER,COOK,,,60154,IL,PACKM,222 22nd St.,0000036960,PACKM INC.,,WESTCHESTER,,,0000000,00000,,TRAD,0,,,,2002-08-29,TOUSLEE,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1403131001,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,EWM_3001,US,Flowrate Corp,,,,BROOKLYN,KINGS,,,11223,NY,EWM,61 Avenue U,0000064202,FLOWRATE CORP,,BROOKLYN,Company,,0000000,00000,,,0,,,,2007-11-27,C5093610,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3304720101,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,EWM_3003,US,World's Best Suppliers,,,,WESTCHESTER,COOK,,,60154,IL,EWM,5 Westbrook Road,0000064203,WORLD'S BEST SUPPLIERS,,WESTCHESTER,Company,,0000000,00000,,,0,,,,2007-11-27,C5093610,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1403131001,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,NALA-3001,US,Televista Inc.,,,,Houston,HARRIS,,,77042-3705,TX,FIORI,3059 Briarpark Dr,0000722444,TELEVISTA INC.,,HOUSTON,Company,,0000000,00000,,,0,,,,2014-05-09,C5189771,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4420114401,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SUPPL02,US,Supplier 02,,,,DELAWARE,ALBANY,,,,NY,SUPPLIER,,0000053910,SUPPLIER 02,,DELAWARE,Company,,0000000,00000,,,0,,,,2006-03-30,SCHULZET,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3300100201,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SUPPL03,US,Supplier 03,,,,BERKELEY,ALAMEDA,,,,CA,SUPPLIER,,0000053911,SUPPLIER 03,,BERKELEY,Company,,0000000,00000,,,0,,,,2006-03-30,SCHULZET,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0500103501,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SUPPL01,US,Supplier 01,,,,WESTCHESTER,COOK,,,60154,IL,SUPPLIER,5 Westbrook Road,0000053723,SUPPLIER 01,,WESTCHESTER,Company,,0000000,00000,,,0,,,,2006-03-24,SCHULZET,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,1403131001,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,TP-VEND3,US,TP_VEND3,,,,DALLAS,COLLIN,,,,TX,APO,,0000045548,TP_VEND3,,DALLAS,,,0000000,00000,,,0,,,,2004-03-05,HABERMEHL,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4408507601,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SMIORGAVEN,US,SMIORGAVEN,,,,WICHITA,SEDGWICK,,,67214,KS,SMI VENDOR,100 Ohio Street,0000045277,SMIORGAVEN,,WICHITA,,,0000000,00000,,,0,,,,2004-02-11,MICHALSKY,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,S360,,,,X,1717308601,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,A,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SMIV200801,US,IC Electronics,,,,San Antonio,BEXAR,,,78229,,SMI,3804 Northwest Loop,0000049544,IC ELECTRONICS,,SAN ANTONIO,,,0000000,00000,,,0,,,,2005-04-08,MICHALSKY,,,VEND,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4402925701,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,A,,,,,,,,,,,,00000000000,,,,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
